Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,VIP_Flag,Transaction_Velocity,Engagement,Transaction_Drift,Spend_Drift,Engagement_Drift,Behavioral_Risk_Score
Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,38,5,2,4,34516.0,1662,32854.0,0.504,3806,76,0.9,0.048,0,6.333333333333333,2.0,4.333333333333333,217.00877192982458,4.333333333333333,-66.7859649122807
Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,5,1,2,6798.0,2517,4281.0,0.873,4327,79,0.881,0.37,0,6.583333333333333,2.1944444444444446,4.388888888888888,240.38888888888886,4.388888888888888,-73.84722222222221
Existing Customer,46,F,3,Graduate,Married,Not_Disclosed,Blue,39,3,3,4,1438.3,0,1438.3,0.646,4111,62,0.55,0.0,0,5.166666666666667,1.5897435897435896,3.5769230769230775,237.1730769230769,3.5769230769230775,-72.5076923076923
Attrited Customer,46,M,1,Graduate,Single,$60K - $80K,Blue,37,2,3,4,2445.0,848,1597.0,0.771,2216,39,0.56,0.347,0,3.25,1.054054054054054,2.195945945945946,124.77477477477476,2.195945945945946,-38.235810810810804
Existing Customer,51,F,3,Graduate,Single,$40K - $60K,Blue,36,3,3,4,2585.0,1847,738.0,0.627,3480,64,0.6,0.715,0,5.333333333333333,1.7777777777777777,3.5555555555555554,193.33333333333331,3.5555555555555554,-59.347222222222214
Existing Customer,52,F,2,Post-Graduate,Single,Not_Disclosed,Blue,42,3,2,3,1438.3,0,1438.3,0.607,4102,78,0.857,0.0,0,6.5,1.8571428571428572,4.642857142857142,244.16666666666663,4.642857142857142,-75.05714285714285
Existing Customer,46,F,3,High School,Married,Less than $40K,Blue,38,4,2,2,1781.0,1315,466.0,0.704,4775,83,0.729,0.738,0,6.916666666666667,2.1842105263157894,4.732456140350878,272.25877192982455,4.732456140350878,-83.5206140350877
Attrited Customer,42,M,4,Not_Disclosed,Married,$40K - $60K,Blue,36,2,3,5,1606.0,0,1606.0,0.87,2628,41,0.64,0.0,0,3.4166666666666665,1.1388888888888888,2.2777777777777777,146.0,2.2777777777777777,-44.636111111111106
Existing Customer,42,F,4,Graduate,Married,Less than $40K,Blue,28,5,2,4,2205.0,1245,960.0,0.925,4921,90,0.8,0.565,0,7.5,3.2142857142857144,4.285714285714286,234.33333333333331,4.285714285714286,-71.96428571428571
Existing Customer,49,F,3,Graduate,Married,Not_Disclosed,Blue,39,5,3,0,2270.0,1647,623.0,0.759,4110,75,0.923,0.726,0,6.25,1.9230769230769231,4.326923076923077,237.1153846153846,4.326923076923077,-72.79038461538461
Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,37,5,2,3,2568.0,1875,693.0,0.578,4254,85,0.735,0.73,0,7.083333333333333,2.2972972972972974,4.786036036036036,239.52702702702703,4.786036036036036,-73.72252252252252
Attrited Customer,55,F,1,Uneducated,Single,Less than $40K,Blue,49,3,4,3,3292.0,0,3292.0,0.482,2222,54,0.636,0.0,0,4.5,1.1020408163265305,3.3979591836734695,139.81972789115645,3.3979591836734695,-43.20510204081632
Attrited Customer,54,F,1,College,Not_Disclosed,Less than $40K,Silver,43,6,3,4,10797.0,1252,9545.0,0.489,1739,38,0.226,0.116,0,3.1666666666666665,0.8837209302325582,2.282945736434108,104.47480620155038,2.282945736434108,-32.18062015503875
Existing Customer,46,M,0,Uneducated,Single,$60K - $80K,Silver,36,6,3,2,30501.0,2030,28471.0,0.56,2525,45,0.5,0.067,0,3.75,1.25,2.5,140.27777777777777,2.5,-43.008333333333326
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,34,5,3,1,5371.0,1499,3872.0,0.737,3282,66,0.65,0.279,0,5.5,1.9411764705882353,3.5588235294117645,176.97058823529412,3.5588235294117645,-54.43970588235293
Existing Customer,37,M,3,High School,Not_Disclosed,$80K - $120K,Blue,28,5,4,4,13441.0,0,13441.0,0.513,4207,80,0.702,0.0,0,6.666666666666667,2.857142857142857,3.8095238095238098,200.33333333333331,3.8095238095238098,-61.52380952380952
Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,36,4,2,2,9137.0,1729,7408.0,0.974,4626,77,0.75,0.189,0,6.416666666666667,2.138888888888889,4.277777777777779,257.0,4.277777777777779,-78.7611111111111
Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,40,6,3,3,5848.0,2517,3331.0,0.561,2000,32,0.28,0.43,0,2.6666666666666665,0.8,1.8666666666666665,116.66666666666666,1.8666666666666665,-35.67166666666666
Existing Customer,47,M,2,Graduate,Single,$120K +,Blue,41,3,2,4,10614.0,784,9830.0,0.73,4601,77,0.638,0.074,0,6.416666666666667,1.8780487804878048,4.538617886178862,271.19715447154476,4.538617886178862,-83.12459349593497
Existing Customer,42,F,2,College,Not_Disclosed,Not_Disclosed,Blue,32,3,3,4,4035.0,1003,3032.0,0.583,4589,89,0.648,0.249,0,7.416666666666667,2.78125,4.635416666666667,239.01041666666669,4.635416666666667,-73.48229166666667
Existing Customer,59,F,0,Graduate,Single,$40K - $60K,Blue,48,4,1,2,4205.0,710,3495.0,0.504,2023,38,0.727,0.169,0,3.1666666666666665,0.7916666666666666,2.375,126.4375,2.375,-38.85625
Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,6,2,3,2586.0,2196,390.0,0.693,3944,78,0.857,0.849,0,6.5,2.1666666666666665,4.333333333333334,219.11111111111114,4.333333333333334,-67.41666666666667
Existing Customer,41,F,3,Not_Disclosed,Not_Disclosed,Less than $40K,Blue,28,3,2,2,7234.0,1420,5814.0,0.539,4466,92,0.736,0.196,0,7.666666666666667,3.2857142857142856,4.380952380952381,212.66666666666669,4.380952380952381,-65.50238095238096
Existing Customer,57,M,2,Graduate,Single,$120K +,Silver,51,6,3,4,34516.0,1417,33099.0,0.966,4303,77,0.638,0.041,0,6.416666666666667,1.5098039215686274,4.9068627450980395,274.21078431372547,4.9068627450980395,-84.15098039215685
Existing Customer,35,M,1,Graduate,Not_Disclosed,$80K - $120K,Blue,24,4,2,3,21114.0,0,21114.0,0.697,3534,56,1.0,0.0,0,4.666666666666667,2.3333333333333335,2.3333333333333335,147.25,2.3333333333333335,-45.05833333333333
Existing Customer,53,M,1,Not_Disclosed,Married,$40K - $60K,Blue,48,4,1,3,2522.0,1704,818.0,0.988,4697,73,0.698,0.676,0,6.083333333333333,1.5208333333333333,4.5625,293.5625,4.5625,-89.86874999999999
Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,24,6,3,4,11309.0,0,11309.0,0.474,4809,71,0.479,0.0,0,5.916666666666667,2.9583333333333335,2.9583333333333335,200.375,2.9583333333333335,-61.220833333333324
Attrited Customer,43,M,3,Graduate,Married,$120K +,Blue,31,2,4,1,13883.0,783,13100.0,0.749,1871,32,0.684,0.056,0,2.6666666666666665,1.032258064516129,1.6344086021505375,95.56182795698925,1.6344086021505375,-29.222311827956986
Existing Customer,43,M,3,Graduate,Not_Disclosed,$60K - $80K,Blue,31,5,1,2,13448.0,0,13448.0,0.667,5067,62,0.722,0.0,0,5.166666666666667,2.0,3.166666666666667,258.7983870967742,3.166666666666667,-78.88118279569892
Existing Customer,55,M,1,Uneducated,Single,$60K - $80K,Silver,46,4,2,4,25991.0,0,25991.0,0.639,2996,62,0.879,0.0,0,5.166666666666667,1.3478260869565217,3.8188405797101455,184.53623188405794,3.8188405797101455,-56.83840579710144
Existing Customer,52,F,0,Graduate,Single,Less than $40K,Blue,36,5,1,2,2537.0,1097,1440.0,0.874,4964,84,0.909,0.432,0,7.0,2.3333333333333335,4.666666666666666,275.7777777777778,4.666666666666666,-84.575
Existing Customer,46,M,4,High School,Single,$40K - $60K,Blue,36,5,2,2,1438.3,794,644.3,0.807,3895,67,0.558,0.552,0,5.583333333333333,1.8611111111111112,3.722222222222222,216.38888888888886,3.722222222222222,-66.35555555555555
Attrited Customer,40,F,2,Uneducated,Married,Not_Disclosed,Blue,36,3,2,3,13019.0,0,13019.0,0.487,1484,33,0.435,0.0,0,2.75,0.9166666666666666,1.8333333333333335,82.44444444444446,1.8333333333333335,-25.41666666666667
Attrited Customer,53,F,1,College,Married,$40K - $60K,Blue,48,2,2,3,3339.0,0,3339.0,0.694,2432,48,0.6,0.0,0,4.0,1.0,3.0,152.0,3.0,-46.75000000000001
Existing Customer,49,M,3,Uneducated,Divorced,$80K - $120K,Blue,37,6,3,3,28390.0,1141,27249.0,0.919,4631,76,0.949,0.04,0,6.333333333333333,2.054054054054054,4.2792792792792795,260.75450450450455,4.2792792792792795,-79.86306306306308
Existing Customer,44,M,2,Graduate,Not_Disclosed,$80K - $120K,Blue,33,3,2,3,23665.0,1624,22041.0,0.574,4190,87,0.706,0.069,0,7.25,2.6363636363636362,4.613636363636363,222.19696969696972,4.613636363636363,-68.45454545454545
Existing Customer,46,M,3,Graduate,Single,$40K - $60K,Blue,36,4,2,3,1438.3,0,1438.3,0.951,4374,71,0.775,0.0,0,5.916666666666667,1.9722222222222223,3.9444444444444446,243.0,3.9444444444444446,-74.42777777777778
Existing Customer,43,F,4,High School,Not_Disclosed,Less than $40K,Blue,36,5,2,4,2459.0,1127,1332.0,0.765,4343,83,0.886,0.458,0,6.916666666666667,2.3055555555555554,4.611111111111112,241.2777777777778,4.611111111111112,-74.17777777777779
Attrited Customer,28,F,1,Graduate,Single,Less than $40K,Blue,36,4,2,5,1624.0,0,1624.0,0.299,1897,35,0.25,0.0,0,2.9166666666666665,0.9722222222222222,1.9444444444444442,105.3888888888889,1.9444444444444442,-32.34444444444445
Existing Customer,49,F,3,Uneducated,Married,$40K - $60K,Blue,40,6,2,3,8900.0,1700,7200.0,0.906,4710,70,0.556,0.191,0,5.833333333333333,1.75,4.083333333333333,274.75,4.083333333333333,-84.00833333333334
Existing Customer,48,F,4,Graduate,Single,Not_Disclosed,Blue,41,5,3,2,5239.0,1172,4067.0,0.825,4241,61,0.968,0.224,0,5.083333333333333,1.4878048780487805,3.5955284552845526,249.97764227642278,3.5955284552845526,-76.35650406504065
Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,36,4,3,1,9351.0,1482,7869.0,0.464,5099,60,0.714,0.158,0,5.0,1.6666666666666667,3.333333333333333,283.2777777777778,3.333333333333333,-86.24166666666667
Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,38,4,2,2,2655.0,1650,1005.0,0.701,4025,62,0.59,0.621,0,5.166666666666667,1.631578947368421,3.5350877192982457,229.49561403508773,3.5350877192982457,-70.21271929824562
Existing Customer,51,M,2,Post-Graduate,Married,$120K +,Blue,45,5,2,1,3173.0,2517,656.0,0.708,4030,73,0.622,0.793,0,6.083333333333333,1.6222222222222222,4.46111111111111,246.27777777777777,4.46111111111111,-75.61777777777777
Existing Customer,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,35,5,2,1,6243.0,1331,4912.0,0.8,3502,57,1.036,0.213,0,4.75,1.6285714285714286,3.1214285714285714,191.77619047619044,3.1214285714285714,-58.731428571428566
Existing Customer,37,F,1,High School,Single,Not_Disclosed,Blue,36,3,2,3,6730.0,1093,5637.0,1.01,4814,89,0.854,0.162,0,7.416666666666667,2.4722222222222223,4.944444444444445,267.44444444444446,4.944444444444445,-82.16111111111111
Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,29,4,1,2,2490.0,2225,265.0,0.566,3339,71,0.543,0.894,0,5.916666666666667,2.4482758620689653,3.4683908045977017,163.11206896551724,3.4683908045977017,-50.29597701149425
Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,36,2,3,3,1746.0,1107,639.0,0.539,1907,47,0.621,0.634,0,3.9166666666666665,1.3055555555555556,2.6111111111111107,105.94444444444443,2.6111111111111107,-32.752777777777766
Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,36,3,1,2,4141.0,1424,2717.0,0.574,3512,65,0.477,0.344,0,5.416666666666667,1.8055555555555556,3.6111111111111116,195.11111111111114,3.6111111111111116,-59.95277777777778
Existing Customer,58,F,2,Uneducated,Divorced,Less than $40K,Silver,46,6,1,4,11684.0,653,11031.0,0.622,4900,61,0.743,0.056,0,5.083333333333333,1.326086956521739,3.757246376811594,301.8115942028985,3.757246376811594,-92.02137681159418
Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,36,3,1,2,2363.0,494,1869.0,0.736,3887,71,0.651,0.209,0,5.916666666666667,1.9722222222222223,3.9444444444444446,215.94444444444446,3.9444444444444446,-66.33611111111111
Attrited Customer,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,2,3,4,34516.0,0,34516.0,0.671,1626,28,0.4,0.0,0,2.3333333333333335,0.6511627906976745,1.682170542635659,97.68604651162791,1.682170542635659,-29.903682170542634
Existing Customer,46,M,3,Graduate,Not_Disclosed,$60K - $80K,Silver,40,6,3,2,28829.0,0,28829.0,0.463,4540,78,0.56,0.0,0,6.5,1.95,4.55,264.8333333333333,4.55,-81.19499999999998
Existing Customer,33,F,2,High School,Single,$40K - $60K,Blue,28,3,2,3,1438.3,746,692.3,0.913,4415,77,0.878,0.519,0,6.416666666666667,2.75,3.666666666666667,210.23809523809527,3.666666666666667,-64.48809523809524
Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,34,4,2,4,2730.0,1970,760.0,0.848,3841,69,0.865,0.722,0,5.75,2.0294117647058822,3.7205882352941178,207.1127450980392,3.7205882352941178,-63.5720588235294
Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,5,1,4,1994.0,1175,819.0,0.794,4455,82,0.547,0.589,0,6.833333333333333,2.2777777777777777,4.555555555555555,247.5,4.555555555555555,-76.04722222222222
Existing Customer,48,M,3,Uneducated,Married,$80K - $120K,Blue,42,4,3,3,9727.0,1626,8101.0,1.006,3543,62,0.676,0.167,0,5.166666666666667,1.4761904761904763,3.6904761904761907,210.89285714285714,3.6904761904761907,-64.66904761904762
Existing Customer,41,M,4,Uneducated,Divorced,$60K - $80K,Silver,36,4,2,3,33771.0,0,33771.0,0.791,3819,75,0.829,0.0,0,6.25,2.0833333333333335,4.166666666666666,212.16666666666669,4.166666666666666,-65.26666666666668
Existing Customer,39,M,0,Doctorate,Single,$60K - $80K,Blue,33,6,2,0,10452.0,1120,9332.0,0.802,3592,79,0.795,0.107,0,6.583333333333333,2.393939393939394,4.1893939393939394,190.48484848484847,4.1893939393939394,-58.771212121212116
Attrited Customer,45,F,4,Not_Disclosed,Single,Less than $40K,Blue,32,3,3,4,2858.0,0,2858.0,1.058,2611,43,0.483,0.0,0,3.5833333333333335,1.34375,2.2395833333333335,135.98958333333334,2.2395833333333335,-41.61770833333333
Existing Customer,46,M,3,Uneducated,Married,$40K - $60K,Blue,36,4,2,4,4707.0,1121,3586.0,0.604,3188,71,0.651,0.238,0,5.916666666666667,1.9722222222222223,3.9444444444444446,177.11111111111114,3.9444444444444446,-54.66111111111112
Existing Customer,49,F,1,Graduate,Single,Less than $40K,Blue,44,5,2,1,3537.0,0,3537.0,0.763,4726,78,0.814,0.0,0,6.5,1.7727272727272727,4.7272727272727275,286.4242424242424,4.7272727272727275,-87.7681818181818
Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,38,6,3,3,8258.0,1771,6487.0,0.0,1447,23,0.0,0.214,0,1.9166666666666667,0.6052631578947368,1.3114035087719298,82.50438596491227,1.3114035087719298,-25.200877192982457
Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,35,6,3,1,3072.0,1611,1461.0,0.682,3992,57,0.727,0.524,0,4.75,1.6285714285714286,3.1214285714285714,218.6095238095238,3.1214285714285714,-66.75642857142856
Existing Customer,48,M,3,High School,Not_Disclosed,Less than $40K,Blue,38,4,3,3,8892.0,889,8003.0,0.67,4900,89,0.745,0.1,0,7.416666666666667,2.3421052631578947,5.074561403508772,279.38596491228066,5.074561403508772,-85.7706140350877
Attrited Customer,52,M,3,Graduate,Married,$120K +,Blue,36,1,2,3,3841.0,2517,1324.0,0.841,2680,51,0.545,0.655,0,4.25,1.4166666666666667,2.833333333333333,148.8888888888889,2.833333333333333,-45.75000000000001
Existing Customer,37,F,0,Graduate,Divorced,$40K - $60K,Blue,28,4,3,1,1920.0,0,1920.0,0.688,4715,81,0.841,0.0,0,6.75,2.892857142857143,3.857142857142857,224.52380952380955,3.857142857142857,-68.825
Existing Customer,42,M,3,High School,Not_Disclosed,Less than $40K,Blue,31,4,2,4,7802.0,1885,5917.0,0.643,4212,75,0.744,0.242,0,6.25,2.4193548387096775,3.8306451612903225,215.1290322580645,3.8306451612903225,-66.02096774193548
Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,35,3,2,2,1705.0,1192,513.0,0.763,4862,41,0.242,0.699,0,3.4166666666666665,1.1714285714285715,2.2452380952380953,266.252380952381,2.2452380952380953,-80.72380952380954
Attrited Customer,52,F,2,Doctorate,Married,$40K - $60K,Blue,43,3,2,4,1822.0,1605,217.0,0.756,2538,39,0.696,0.881,0,3.25,0.9069767441860465,2.3430232558139537,152.47674418604652,2.3430232558139537,-46.63023255813954
Existing Customer,45,F,3,Not_Disclosed,Single,Not_Disclosed,Blue,32,6,3,4,9294.0,2000,7294.0,0.637,4431,82,0.673,0.215,0,6.833333333333333,2.5625,4.270833333333333,230.78125,4.270833333333333,-70.86770833333333
Existing Customer,40,M,2,High School,Married,$120K +,Blue,27,5,3,1,12248.0,1323,10925.0,0.882,4806,91,0.896,0.108,0,7.583333333333333,3.3703703703703702,4.212962962962963,222.5,4.212962962962963,-68.36018518518519
Existing Customer,39,F,4,Uneducated,Single,$40K - $60K,Blue,34,4,2,2,10264.0,803,9461.0,0.802,4003,74,0.721,0.078,0,6.166666666666667,2.176470588235294,3.990196078431373,215.84803921568624,3.990196078431373,-66.30049019607841
Existing Customer,42,M,3,Graduate,Single,$40K - $60K,Silver,36,3,2,3,15069.0,1843,13226.0,0.84,3464,67,0.558,0.122,0,5.583333333333333,1.8611111111111112,3.722222222222222,192.44444444444446,3.722222222222222,-59.172222222222224
Attrited Customer,41,F,4,High School,Divorced,$40K - $60K,Blue,37,3,2,3,4650.0,204,4446.0,0.685,2014,54,0.8,0.044,0,4.5,1.4594594594594594,3.0405405405405403,113.40090090090091,3.0405405405405403,-35.186486486486494
Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,48,3,2,2,3685.0,0,3685.0,0.762,4012,59,0.639,0.0,0,4.916666666666667,1.2291666666666667,3.6875,250.75,3.6875,-76.64999999999999
Existing Customer,49,F,2,High School,Divorced,$40K - $60K,Blue,33,4,2,1,7231.0,2517,4714.0,0.865,3912,67,0.763,0.348,0,5.583333333333333,2.0303030303030303,3.5530303030303028,207.45454545454544,3.5530303030303028,-63.60757575757575
Existing Customer,44,M,4,Not_Disclosed,Married,$60K - $80K,Blue,32,4,1,1,10007.0,1586,8421.0,0.921,4309,77,0.711,0.158,0,6.416666666666667,2.40625,4.010416666666667,224.42708333333331,4.010416666666667,-68.90729166666665
Existing Customer,52,M,4,Uneducated,Married,$60K - $80K,Blue,39,5,1,3,2641.0,1584,1057.0,0.809,4279,67,0.718,0.6,0,5.583333333333333,1.7179487179487178,3.865384615384615,246.86538461538458,3.865384615384615,-75.5807692307692
Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,20,4,2,1,3095.0,1488,1607.0,0.924,4642,92,0.878,0.481,0,7.666666666666667,4.6,3.0666666666666673,154.73333333333332,3.0666666666666673,-47.596666666666664
Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,37,1,2,3,3607.0,0,3607.0,0.504,2013,35,0.458,0.0,0,2.9166666666666665,0.9459459459459459,1.9707207207207205,113.3445945945946,1.9707207207207205,-34.74166666666667
Existing Customer,36,F,2,Uneducated,Single,Not_Disclosed,Blue,23,3,1,0,1954.0,1179,775.0,0.867,3896,67,0.718,0.603,0,5.583333333333333,2.9130434782608696,2.6702898550724634,155.2753623188406,2.6702898550724634,-47.62572463768117
Existing Customer,45,M,3,High School,Not_Disclosed,$60K - $80K,Blue,27,6,2,3,21317.0,0,21317.0,0.833,3814,67,1.03,0.0,0,5.583333333333333,2.4814814814814814,3.1018518518518516,176.57407407407405,3.1018518518518516,-54.16296296296296
Attrited Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,3,19402.0,0,19402.0,0.58,1937,51,0.594,0.0,0,4.25,1.3783783783783783,2.871621621621622,109.0653153153153,2.871621621621622,-33.79324324324323
Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,36,6,3,1,8063.0,1485,6578.0,0.872,4275,77,0.833,0.184,0,6.416666666666667,2.138888888888889,4.277777777777779,237.5,4.277777777777779,-72.8861111111111
Existing Customer,40,F,2,Graduate,Not_Disclosed,$40K - $60K,Blue,32,6,2,2,3097.0,2409,688.0,0.912,4624,86,0.87,0.778,0,7.166666666666667,2.6875,4.479166666666667,240.83333333333331,4.479166666666667,-73.99166666666666
Attrited Customer,48,F,3,Graduate,Not_Disclosed,Less than $40K,Blue,44,3,3,2,1438.3,0,1438.3,0.736,2054,46,0.586,0.0,0,3.8333333333333335,1.0454545454545454,2.787878787878788,124.48484848484847,2.787878787878788,-38.38560606060605
Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,39,3,2,4,3161.0,2424,737.0,0.617,4307,66,0.784,0.767,0,5.5,1.6923076923076923,3.8076923076923075,248.48076923076925,3.8076923076923075,-76.01730769230771
Attrited Customer,38,F,3,Uneducated,Single,$40K - $60K,Blue,30,3,2,3,2435.0,2432,3.0,0.12,1460,32,0.103,0.999,0,2.6666666666666665,1.0666666666666667,1.5999999999999999,73.0,1.5999999999999999,-22.49
Existing Customer,59,F,0,Not_Disclosed,Single,Less than $40K,Blue,40,5,2,2,1845.0,1076,769.0,1.016,4319,76,0.551,0.583,0,6.333333333333333,1.9,4.433333333333334,251.9416666666667,4.433333333333334,-77.30583333333335
Attrited Customer,49,F,3,College,Married,Less than $40K,Blue,41,3,3,3,1603.0,749,854.0,0.733,2644,43,0.483,0.467,0,3.5833333333333335,1.048780487804878,2.5345528455284554,155.84552845528458,2.5345528455284554,-47.69247967479675
Existing Customer,39,F,5,College,Single,Less than $40K,Blue,30,4,1,2,4710.0,1869,2841.0,0.858,4719,91,0.655,0.397,0,7.583333333333333,3.033333333333333,4.55,235.95,4.55,-72.57999999999998
Attrited Customer,50,F,2,Uneducated,Single,Not_Disclosed,Blue,41,2,3,2,2751.0,2253,498.0,0.497,2108,40,0.481,0.819,0,3.3333333333333335,0.975609756097561,2.3577235772357725,124.2520325203252,2.3577235772357725,-38.14369918699187
Existing Customer,38,F,1,High School,Married,Less than $40K,Blue,28,6,4,3,1438.3,0,1438.3,0.767,4815,81,0.653,0.0,0,6.75,2.892857142857143,3.857142857142857,229.28571428571428,3.857142857142857,-70.22857142857143
Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,45,5,1,4,24287.0,1676,22611.0,0.506,5495,69,0.816,0.069,0,5.75,1.5333333333333334,4.216666666666667,335.80555555555554,4.216666666666667,-102.40333333333332
Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,18,6,1,1,1694.0,1074,620.0,0.78,3857,70,0.75,0.634,0,5.833333333333333,3.888888888888889,1.9444444444444442,107.13888888888891,1.9444444444444442,-32.89444444444445
Attrited Customer,50,F,1,High School,Single,Less than $40K,Blue,36,4,2,5,1457.0,0,1457.0,0.493,1441,39,0.393,0.0,0,3.25,1.0833333333333333,2.166666666666667,80.05555555555554,2.166666666666667,-24.83333333333333
Existing Customer,33,M,3,Not_Disclosed,Divorced,Not_Disclosed,Blue,27,6,1,3,25045.0,0,25045.0,1.018,3444,52,0.926,0.0,0,4.333333333333333,1.9259259259259258,2.4074074074074074,159.44444444444446,2.4074074074074074,-48.7712962962963
Existing Customer,52,F,3,Graduate,Not_Disclosed,$40K - $60K,Blue,45,5,2,0,10859.0,1710,9149.0,0.974,3987,64,0.829,0.157,0,5.333333333333333,1.4222222222222223,3.9111111111111105,243.65,3.9111111111111105,-74.60944444444445
Existing Customer,45,M,3,High School,Married,$40K - $60K,Silver,33,3,2,1,16928.0,1519,15409.0,0.894,3355,66,0.886,0.09,0,5.5,2.0,3.5,177.91666666666663,3.5,-54.72499999999999
Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,30,6,3,4,4297.0,0,4297.0,0.797,4310,76,0.767,0.0,0,6.333333333333333,2.533333333333333,3.8,215.50000000000003,3.8,-66.095
Existing Customer,42,M,3,Uneducated,Single,$60K - $80K,Blue,30,4,2,3,8302.0,1294,7008.0,0.558,3221,66,0.61,0.156,0,5.5,2.2,3.3,161.05,3.3,-49.58500000000001
Existing Customer,43,F,2,Uneducated,Not_Disclosed,Less than $40K,Blue,39,5,3,3,2734.0,2517,217.0,0.7,4457,86,0.955,0.921,0,7.166666666666667,2.2051282051282053,4.961538461538462,257.1346153846154,4.961538461538462,-79.05
Existing Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,31,4,2,3,27374.0,1509,25865.0,0.803,4231,60,0.714,0.055,0,5.0,1.935483870967742,3.064516129032258,216.0994623655914,3.064516129032258,-66.00564516129032
Existing Customer,43,F,2,Uneducated,Married,Not_Disclosed,Blue,38,6,3,1,2960.0,1853,1107.0,0.949,3921,63,0.853,0.626,0,5.25,1.6578947368421053,3.5921052631578947,223.56578947368422,3.5921052631578947,-68.43157894736841
Existing Customer,54,M,3,Doctorate,Single,$60K - $80K,Blue,41,4,2,3,9110.0,0,9110.0,0.662,2999,75,0.786,0.0,0,6.25,1.829268292682927,4.420731707317073,176.770325203252,4.420731707317073,-54.74939024390243
Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,35,4,3,1,1539.0,0,1539.0,0.944,4793,71,0.614,0.0,0,5.916666666666667,2.0285714285714285,3.8880952380952385,262.47380952380956,3.8880952380952385,-80.22238095238096
Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,36,4,2,4,1947.0,1160,787.0,1.227,4496,71,1.29,0.596,0,5.916666666666667,1.9722222222222223,3.9444444444444446,249.7777777777778,3.9444444444444446,-76.46111111111112
Existing Customer,45,F,3,Not_Disclosed,Not_Disclosed,$40K - $60K,Blue,36,6,1,2,2667.0,1551,1116.0,0.672,4883,85,0.735,0.582,0,7.083333333333333,2.361111111111111,4.722222222222221,271.2777777777778,4.722222222222221,-83.24722222222222
Existing Customer,54,F,3,College,Single,Less than $40K,Blue,45,5,1,4,3062.0,2039,1023.0,1.057,4037,71,0.821,0.666,0,5.916666666666667,1.5777777777777777,4.3388888888888895,246.70555555555558,4.3388888888888895,-75.72222222222221
Existing Customer,47,F,3,Post-Graduate,Single,$40K - $60K,Blue,36,6,5,0,3114.0,1059,2055.0,0.78,4342,62,0.771,0.34,0,5.166666666666667,1.7222222222222223,3.4444444444444446,241.2222222222222,3.4444444444444446,-73.61944444444444
Existing Customer,54,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,3,14948.0,2158,12790.0,0.844,3094,56,1.0,0.144,0,4.666666666666667,1.1666666666666667,3.5,193.375,3.5,-59.3625
Attrited Customer,49,F,0,Doctorate,Not_Disclosed,Less than $40K,Blue,37,5,2,3,1749.0,0,1749.0,1.006,2510,38,0.407,0.0,0,3.1666666666666665,1.027027027027027,2.1396396396396398,141.32882882882882,2.1396396396396398,-43.204504504504506
